Country,province,Disaster Subtype,rate
China,Guangdong Sheng,hail,0.0001137915339098771
China,Guangdong Sheng,heat wave,0.0001137915339098771
China,Guangdong Sheng,lightning/thunderstorms,0.0002275830678197542
China,Guangdong Sheng,riverine flood,0.0002275830678197542
China,Guangdong Sheng,tropical cyclone,0.001024123805188894
China,Guangxi Zhuangzu Zizhiqu,cold wave,0.0001137915339098771
China,Guangxi Zhuangzu Zizhiqu,drought,0.0001137915339098771
China,Guangxi Zhuangzu Zizhiqu,lightning/thunderstorms,0.0002275830678197542
China,Guangxi Zhuangzu Zizhiqu,riverine flood,0.0004551661356395084
China,Guangxi Zhuangzu Zizhiqu,tropical cyclone,0.0009103322712790169
China,Guizhou Sheng,drought,0.0001137915339098771
China,Guizhou Sheng,flash flood,0.0004551661356395084
China,Guizhou Sheng,flood (general),0.0001137915339098771
China,Guizhou Sheng,landslide (dry),0.0001137915339098771
China,Guizhou Sheng,landslide (wet),0.0006827492034592626
China,Guizhou Sheng,lightning/thunderstorms,0.0003413746017296313
China,Guizhou Sheng,riverine flood,0.0012517068730086482
China,Guizhou Sheng,storm (general),0.0001137915339098771
China,Hainan Sheng,blizzard/winter storm,0.0001137915339098771
China,Hainan Sheng,flood (general),0.0001137915339098771
China,Hainan Sheng,riverine flood,0.0002275830678197542
China,Hainan Sheng,storm (general),0.0002275830678197542
China,Hainan Sheng,tropical cyclone,0.001024123805188894
China,Heilongjiang Sheng,flash flood,0.0001137915339098771
China,Heilongjiang Sheng,lightning/thunderstorms,0.0001137915339098771
China,Henan,severe weather,0.0001137915339098771
China,Henan Sheng,blizzard/winter storm,0.0001137915339098771
China,Henan Sheng,drought,0.0001137915339098771
China,Henan Sheng,riverine flood,0.0002275830678197542
China,Hubei Sheng,blizzard/winter storm,0.0001137915339098771
China,Hubei Sheng,drought,0.0001137915339098771
China,Hubei Sheng,ground movement,0.0001137915339098771
China,Hubei Sheng,landslide (wet),0.0002275830678197542
China,Hubei Sheng,riverine flood,0.0003413746017296313
China,Hubei Sheng,tropical cyclone,0.0001137915339098771
China,Hunan Sheng,flood (general),0.0002275830678197542
China,Hunan Sheng,hail,0.0001137915339098771
China,Hunan Sheng,riverine flood,0.0005689576695493855
China,Hunan Sheng,tropical cyclone,0.0001137915339098771
China,Jiangsu Sheng,blizzard/winter storm,0.0001137915339098771
China,Jiangsu Sheng,drought,0.0001137915339098771
